name,city,state,degrees_awarded.predominant,ownership,locale,carnegie_size_setting,minority_serving.historically_black,minority_serving.predominantly_black,minority_serving.annh,minority_serving.tribal,minority_serving.aanipi,minority_serving.hispanic,minority_serving.nant,men_only,women_only,admission_rate.overall,act_scores.75th_percentile.cumulative,sat_scores.average.overall,sat_scores.average.by_ope_id,program_percentage.education,program_percentage.engineering,program_percentage.legal,program_percentage.humanities,program_percentage.biological,program_percentage.mathematics,program_percentage.philosophy_religious,program_percentage.theology_religious_vocation,program_percentage.physical_science,program_percentage.public_administration_social_service,program_percentage.social_science,program_percentage.construction,program_percentage.visual_performing,program_percentage.business_marketing,program_percentage.history,enrollment.all,demographics.race_ethnicity.white,demographics.race_ethnicity.black,demographics.race_ethnicity.hispanic,demographics.race_ethnicity.asian,demographics.race_ethnicity.aian,demographics.race_ethnicity.nhpi,demographics.race_ethnicity.two_or_more,demographics.race_ethnicity.non_resident_alien,demographics.race_ethnicity.unknown,demographics.race_ethnicity.white_non_hispanic,demographics.race_ethnicity.black_non_hispanic,demographics.race_ethnicity.asian_pacific_islander,demographics.race_ethnicity.aian_prior_2009,demographics.race_ethnicity.hispanic_prior_2009,demographics.non_resident_aliens_2000,demographics.race_ethnicity.unknown_2000,demographics.race_ethnicity.white_2000,demographics.race_ethnicity.black_2000,demographics.race_ethnicity.api_2000,demographics.race_ethnicity.aian_2000,demographics.race_ethnicity.hispanic_2000,part_time_share,part_time_share_2000,title_iv.public.by_income_level.0-30000,title_iv.public.by_income_level.30001-48000,title_iv.public.by_income_level.48001-75000,title_iv.public.by_income_level.75001-110000,title_iv.public.by_income_level.110001-plus,title_iv.private.by_income_level.0-30000,title_iv.private.by_income_level.30001-48000,title_iv.private.by_income_level.48001-75000,title_iv.private.by_income_level.75001-110000,title_iv.private.by_income_level.110001-plus,attendance.academic_year,tuition.in_state,tuition.out_of_state,tuition.program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt,share_first.time_full.time,completion_rate_4yr_150_white,completion_rate_4yr_150_black,completion_rate_4yr_150_hispanic,completion_rate_4yr_150_asian,completion_rate_4yr_150_aian,completion_rate_4yr_150_nhpi,completion_rate_4yr_150_2ormore,completion_rate_4yr_150_nonresident.alien,completion_rate_4yr_150_race.unknown,federal_loan_rate,share_25_older,2_yr_default_rate,3_yr_default_rate
George C Wallace State Community College-Dothan,Dothan,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0788,0.0,,,,,,,,,0.0,0.0075,0.6969,0.2655,0.0136,0.0039,0.0127,,,,,,,,0.4206,,,,,,,,,,,,,2700.0,4860.0,,1415.0,3362.0,4616.0,0.4764,,,0.1706,,,,,,,,,,,,,0.127,
George C Wallace State Community College-Hanceville,Hanceville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0123,0.1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572,0.0,,,,,,,,,0.0,0.0035,0.9249,0.0514,0.0037,0.0076,0.0089,,,,,,,,0.3517,,,,,,,,,,,,,2700.0,4830.0,,1542.0,2526.0,4490.0,0.4656,,,0.4681,,,,,,,,,,,,,0.0,
George C Wallace State Community College-Selma,Selma,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.2807,0.0,,,,,,,,,0.0,0.0,0.3661,0.6297,0.0012,0.0018,0.0012,,,,,,,,0.3539,,,,,,,,,,,,,2700.0,4800.0,,1698.0,5869.0,4406.0,0.42,,,0.1956,,,,,,,,,,,,,0.0,
Herzing University-Birmingham,Birmingham,AL,2,3,,,,,,,,,,,,0.5128,,,,0.0,0.2889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111,0.0,,,,,,,,,0.0,0.0129,0.4522,0.5297,0.0026,0.0026,0.0,,,,,,,,0.4005,,,,,,,,,,,,,8480.0,8480.0,,8281.0,3076.0,3874.0,0.2963,,0.375,,,,,,,,,,,0.3333,,,0.048,
Huntingdon College,Montgomery,AL,3,2,,,,,,,,,,,,0.6336,24.0,1069.0,1069.0,0.019,0.0,0.0,0.0095,0.1619,0.0095,0.0381,0.0,0.0286,0.0,0.0381,0.0,0.1524,0.1524,0.1048,,,,,,,,,0.025,0.0403,0.7931,0.1208,0.0056,0.0097,0.0056,,,,,,,,0.0708,,,,,,,,,,,,,15260.0,15260.0,,7136.0,6807.0,5037.0,0.5161,,0.5771,,,,,,,,,,0.6667,,,,0.047,
Heritage Christian University,Florence,AL,3,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0857,0.019,0.7143,0.1714,0.0,0.0,0.0095,,,,,,,,0.5714,,,,,,,,,,,,,6840.0,6840.0,,7618.0,6425.0,3547.0,0.5556,,0.2,,,,,,,,,,,,,,0.09,
J F Drake State Community and Technical College,Huntsville,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0,0.067,0.0,,,,,,,,,0.0,0.0323,0.3884,0.5587,0.0077,0.0026,0.0103,,,,,,,,0.3742,,,,,,,,,,,,,2130.0,4260.0,,1754.0,3293.0,4055.0,0.3521,,,0.2138,,,,,,,,,,,,,0.0,
Jacksonville State University,Jacksonville,AL,3,1,,,,,,,,,,,,0.8805,23.0,947.0,947.0,0.321,0.0,0.0,0.0148,0.0259,0.0037,0.0,0.0,0.0037,0.0472,0.0574,0.0,0.0435,0.1489,0.0056,,,,,,,,,0.0103,0.0284,0.7098,0.2244,0.0093,0.0076,0.0101,,,,,,,,0.1825,,,,,,,,,,,,,4040.0,8080.0,,3479.0,4141.0,5616.0,0.7282,,0.3604,,,,,,,,,,0.4286,0.3333,,,0.057,
Jefferson Davis Community College,Brewton,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0,0.0782,0.0,,,,,,,,,0.0,0.0528,0.5608,0.3479,0.0017,0.0285,0.0084,,,,,,,,0.311,,,,,,,,,,,,,2708.0,4868.0,,768.0,3354.0,4729.0,0.5455,,,0.3512,,,,,,,,,,,,,0.0,
Jefferson State Community College,Birmingham,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2832,0.0,,,,,,,,,0.0191,0.008,0.7403,0.2011,0.0141,0.0032,0.0143,,,,,,,,0.5383,,,,,,,,,,,,,2448.0,4608.0,,1947.0,2597.0,4765.0,0.2686,,,0.105,,,,,,,,,,,,,0.085,
John C Calhoun State Community College,Tanner,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0112,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.0087,0.0162,0.0,,,,,,,,,0.0,0.0114,0.7455,0.1817,0.0161,0.0291,0.0163,,,,,,,,0.5887,,,,,,,,,,,,,2520.0,5040.0,,1921.0,2290.0,4970.0,0.2671,,,0.0927,,,,,,,,,,,,,0.10800000000000001,
Judson College,Marion,AL,3,2,,,,,,,,,,,,0.7233,23.0,998.0,998.0,0.102,0.0,0.0,0.0,0.1633,0.0204,0.0,0.0,0.0,0.0,0.1429,0.0,0.102,0.1633,0.0816,,,,,,,,,0.0139,0.0056,0.8333,0.125,0.0111,0.0028,0.0083,,,,,,,,0.1778,,,,,,,,,,,,,8900.0,8900.0,,6451.0,6878.0,4234.0,0.8966,,0.3854,,,,,,,,,,0.0,,,,0.044000000000000004,
Lawson State Community College-Birmingham Campus,Birmingham,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1128,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1905,0.0,0.0426,0.0,,,,,,,,,0.0009,0.0013,0.0226,0.9721,0.0009,0.0004,0.0018,,,,,,,,0.3401,,,,,,,,,,,,,2670.0,4800.0,,936.0,3237.0,4793.0,0.3857,,,0.1599,,,,,,,,,,,,,0.0,
University of West Alabama,Livingston,AL,3,1,,,,,,,,,,,,0.7381,22.0,860.0,860.0,0.2877,0.0,0.0,0.0,0.0175,0.0211,0.0,0.0,0.006999999999999999,0.0,0.0526,0.0,0.0,0.214,0.0211,,,,,,,,,0.0098,0.0,0.5565,0.4177,0.0055,0.0018,0.0086,,,,,,,,0.11,,,,,,,,,,,,,4196.0,7922.0,,4454.0,4876.0,4732.0,0.9565,,0.3469,,,,,,,,,,,,,,0.06,
Lurleen B Wallace Community College,Andalusia,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,0.0808,0.0,,,,,,,,,0.0,0.0052,0.7908,0.1869,0.0052,0.003,0.0089,,,,,,,,0.2908,,,,,,,,,,,,,2130.0,4260.0,,1163.0,4090.0,4765.0,0.4667,,,0.262,,,,,,,,,,,,,0.0,
Marion Military Institute,Marion,AL,2,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.768,0.1134,0.0361,0.0103,0.0722,,,,,,,,0.0,,,,,,,,,,,,,11430.0,12430.0,,16385.0,3939.0,3202.0,0.72,,,0.5238,,,,,,,,,,,,,0.08800000000000001,
Miles College,Fairfield,AL,3,2,,,,,,,,,,,,,,,,0.1598,0.0,0.0,0.0,0.0594,0.0,0.0,0.0,0.0091,0.1233,0.0594,0.0,0.0,0.3607,0.0,,,,,,,,,0.0006,0.0181,0.0058,0.9755,0.0,0.0,0.0,,,,,,,,0.0676,,,,,,,,,,,,,5668.0,5668.0,,5154.0,4556.0,3169.0,0.7120000000000001,,0.7235,,,,,,,,,,,,,,0.064,
University of Mobile,Mobile,AL,3,2,,,,,,,,,,,,0.6683,29.0,1121.0,1121.0,0.195,0.0,0.0,0.0314,0.022000000000000002,0.0,0.0692,0.0031,0.0031,0.0,0.0377,0.0,0.0189,0.2201,0.0094,,,,,,,,,0.0309,0.0776,0.6447,0.2118,0.0033,0.0197,0.0118,,,,,,,,0.1454,,,,,,,,,,,,,9630.0,9630.0,,6688.0,4946.0,4049.0,0.635,,0.4615,,,,,,,,,,0.2727,0.0,,,0.035,
University of Montevallo,Montevallo,AL,3,1,,,,,,,,,,,,0.79,24.0,1010.0,1010.0,0.1082,0.0,0.0,0.0,0.0243,0.011000000000000001,0.0,0.0,0.0066,0.0287,0.0728,0.0,0.1325,0.1634,0.0464,,,,,,,,,0.0179,0.0105,0.8136,0.131,0.0078,0.0062,0.0129,,,,,,,,0.1014,,,,,,,,,,,,,4418.0,8570.0,,3872.0,4286.0,5040.0,0.7105,,0.4317,,,,,,,,,,0.6667,0.3333,,,0.034,
Northwest-Shoals Community College,Muscle Shoals,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.1694,0.0,,,,,,,,,0.0053,0.0018,0.8439,0.1219,0.0009,0.0173,0.0088,,,,,,,,0.4534,,,,,,,,,,,,,2700.0,4860.0,,1630.0,2912.0,4788.0,0.3049,,,0.1486,,,,,,,,,,,,,0.136,
University of North Alabama,Florence,AL,3,1,,,,,,,,,,,,0.8039,23.0,970.0,970.0,0.139,0.0,0.0,0.0047,0.0306,0.0047,0.0,0.0,0.0094,0.053,0.0412,0.0,0.0294,0.285,0.0271,,,,,,,,,0.0392,0.0698,0.7597,0.0994,0.0073,0.0165,0.0081,,,,,,,,0.109,,,,,,,,,,,,,3850.0,7186.0,,3774.0,3928.0,5494.0,0.9390000000000001,,0.3671,,,,,,,,,,0.0,0.25,,,0.069,
Northeast Alabama Community College,Rainsville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1197,0.0,,,,,,,,,0.0,0.0053,0.9105,0.0188,0.0024,0.0518,0.0112,,,,,,,,0.5889,,,,,,,,,,,,,2700.0,4830.0,,1223.0,3268.0,4970.0,0.2446,,,0.2888,,,,,,,,,,,,,0.0,
Oakwood University,Huntsville,AL,3,2,,,,,,,,,,,,0.4728,21.0,904.0,904.0,0.0984,0.0,0.0,0.0082,0.0929,0.0164,0.0191,0.0902,0.0082,0.0574,0.0055,0.0,0.0437,0.19399999999999998,0.0191,,,,,,,,,0.0793,0.027999999999999997,0.0046,0.8785,0.0011,0.0034,0.0051,,,,,,,,0.109,,,,,,,,,,,,,11298.0,11298.0,,8743.0,6313.0,4312.0,0.5544,,0.3982,,,,,,,,,,0.54,0.2727,,,0.077,
Alabama Southern Community College,Monroeville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265,0.0,,,,,,,,,0.0,0.0057,0.5717,0.4146,0.0016,0.0032,0.0032,,,,,,,,0.2899,,,,,,,,,,,,,2670.0,4830.0,,1090.0,3838.0,4297.0,0.5375,,,0.2708,,,,,,,,,,,,,0.0,
Prince Institute-Southeast,Elmhurst,IL,2,3,,,,,,,,,,,,,,,,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.7458,0.2034,0.0169,0.0169,0.0169,,,,,,,,0.4407,,,,,,,,,,,,,6147.0,6147.0,,5386.0,2607.0,2579.0,0.8333,,,0.25,,,,,,,,,,,,,0.105,
Reid State Technical College,Evergreen,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.12,0.0,,,,,,,,,0.0,0.0019,0.4575,0.5212,0.0,0.0116,0.0077,,,,,,,,0.251,,,,,,,,,,,,,2700.0,4830.0,,1030.0,4078.0,4883.0,0.5417,,,0.6525,,,,,,,,,,,,,0.0,
Bishop State Community College,Mobile,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0608,0.0,0.0421,0.0,,,,,,,,,0.0,0.0233,0.2885,0.6587,0.0114,0.0126,0.0055,,,,,,,,0.37799999999999995,,,,,,,,,,,,,2160.0,3864.0,,1238.0,3232.0,4625.0,0.6114,,,0.2229,,,,,,,,,,,,,0.0,
Samford University,Birmingham,AL,3,2,,,,,,,,,,,,0.8963,28.0,1145.0,1145.0,0.1012,0.0,0.0,0.013999999999999999,0.0639,0.013999999999999999,0.0389,0.0047,0.0031,0.0234,0.0561,0.0,0.0654,0.17600000000000002,0.0436,,,,,,,,,0.0046,0.0224,0.8915,0.0633,0.0071,0.0028,0.0082,,,,,,,,0.057999999999999996,,,,,,,,,,,,,13944.0,13944.0,,11078.0,10217.0,6663.0,0.6609,,0.6816,,,,,,,,,,,0.0,,,0.016,
