name,city,state,degrees_awarded.predominant,ownership,locale,carnegie_size_setting,minority_serving.historically_black,minority_serving.predominantly_black,minority_serving.annh,minority_serving.tribal,minority_serving.aanipi,minority_serving.hispanic,minority_serving.nant,men_only,women_only,admission_rate.overall,act_scores.75th_percentile.cumulative,sat_scores.average.overall,sat_scores.average.by_ope_id,program_percentage.education,program_percentage.engineering,program_percentage.legal,program_percentage.humanities,program_percentage.biological,program_percentage.mathematics,program_percentage.philosophy_religious,program_percentage.theology_religious_vocation,program_percentage.physical_science,program_percentage.public_administration_social_service,program_percentage.social_science,program_percentage.construction,program_percentage.visual_performing,program_percentage.business_marketing,program_percentage.history,enrollment.all,demographics.race_ethnicity.white,demographics.race_ethnicity.black,demographics.race_ethnicity.hispanic,demographics.race_ethnicity.asian,demographics.race_ethnicity.aian,demographics.race_ethnicity.nhpi,demographics.race_ethnicity.two_or_more,demographics.race_ethnicity.non_resident_alien,demographics.race_ethnicity.unknown,demographics.race_ethnicity.white_non_hispanic,demographics.race_ethnicity.black_non_hispanic,demographics.race_ethnicity.asian_pacific_islander,demographics.race_ethnicity.aian_prior_2009,demographics.race_ethnicity.hispanic_prior_2009,demographics.non_resident_aliens_2000,demographics.race_ethnicity.unknown_2000,demographics.race_ethnicity.white_2000,demographics.race_ethnicity.black_2000,demographics.race_ethnicity.api_2000,demographics.race_ethnicity.aian_2000,demographics.race_ethnicity.hispanic_2000,part_time_share,part_time_share_2000,title_iv.public.by_income_level.0-30000,title_iv.public.by_income_level.30001-48000,title_iv.public.by_income_level.48001-75000,title_iv.public.by_income_level.75001-110000,title_iv.public.by_income_level.110001-plus,title_iv.private.by_income_level.0-30000,title_iv.private.by_income_level.30001-48000,title_iv.private.by_income_level.48001-75000,title_iv.private.by_income_level.75001-110000,title_iv.private.by_income_level.110001-plus,attendance.academic_year,tuition.in_state,tuition.out_of_state,tuition.program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt,share_first.time_full.time,completion_rate_4yr_150_white,completion_rate_4yr_150_black,completion_rate_4yr_150_hispanic,completion_rate_4yr_150_asian,completion_rate_4yr_150_aian,completion_rate_4yr_150_nhpi,completion_rate_4yr_150_2ormore,completion_rate_4yr_150_nonresident.alien,completion_rate_4yr_150_race.unknown,federal_loan_rate,share_25_older,2_yr_default_rate,3_yr_default_rate
Auburn University at Montgomery,Montgomery,AL,3,1,,,,,,,,,,,,,,,,0.2126,0.0,0.0,0.0503,0.0833,0.0086,0.0,0.0,0.0101,0.0,0.033,0.0,0.0216,0.2514,0.0244,,,,,,,,,0.0142,0.0038,0.6525,0.3079,0.0108,0.0027,0.0081,,,,,,,,0.2883,,,,,,,,,,,,,,,,,,4936.0,,,,,,,,,,,,,,,,0.3051,0.08,
Auburn University,Auburn,AL,3,1,,,,,,,,,,,,,,,,0.1163,0.1634,0.0,0.0,0.0441,0.0052,0.0049,0.0,0.0082,0.0098,0.0349,0.0,0.0234,0.2075,0.0133,,,,,,,,,0.0048,0.0001,0.9116,0.0584,0.0127,0.0055,0.006999999999999999,,,,,,,,0.0802,,,,,,,,,,,,,,,,,,5660.0,,,0.6505,,,,,,,,,,0.6667,0.0,,0.0715,0.043,
Lawson State Community College-Bessemer Campus,Bessemer,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0567,0.0397,0.0878,0.0,,,,,,,,,0.0,0.0025,0.5816,0.4126,0.0008,0.0,0.0025,,,,,,,,0.5226,,,,,,,,,,,,,,,,,,4504.0,,,,0.35200000000000004,,,,,,,,,,,,0.5208,0.0,
Birmingham Southern College,Birmingham,AL,3,2,,,,,,,,,,,,,,,,0.0791,0.0,0.0,0.0,0.1076,0.0348,0.0158,0.0,0.0095,0.0,0.0601,0.0,0.0665,0.3513,0.0538,,,,,,,,,0.0132,0.0,0.8122,0.1344,0.0353,0.0035,0.0014,,,,,,,,0.1102,,,,,,,,,,,,,,,,,,5260.0,,,,,,,,,,,,,,,,0.2114,0.022000000000000002,
Chattahoochee Valley Community College,Phenix City,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1158,0.0,,,,,,,,,0.0,0.0171,0.5687,0.3915,0.0034,0.0023,0.0171,,,,,,,,0.4296,,,,,,,,,,,,,,,,,,4274.0,,,,0.12300000000000001,,,,,,,,,,,,0.4343,0.0,
CHAUNCEY SPARKS STATE TECHNICAL COLLEGE,EUFAULA,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554,0.0,0.1554,0.0,,,,,,,,,0.0,0.0112,0.44799999999999995,0.5264,0.0096,0.0,0.0048,,,,,,,,0.1296,,,,,,,,,,,,,,,,,,4035.0,,,,0.3408,,,,,,,,,,,,0.5678,0.0,
Concordia College Alabama,Selma,AL,3,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0152,0.0,0.0305,0.9543,0.0,0.0,0.0,,,,,,,,0.1505,,,,,,,,,,,,,,,,,,3664.0,,,0.1739,,,,,,,,,,0.8333,,,0.379,0.5,
LURLEEN B WALLACE COMMUNITY COLLEGE-MACARTHUR CAMP,OPP,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319,0.0,0.1195,0.0,,,,,,,,,0.0,0.0018,0.7411,0.2394,0.0071,0.0089,0.0018,,,,,,,,0.1702,,,,,,,,,,,,,,,,,,4596.0,,,,0.3026,,,,,,,,,,,,0.5,0.381,
South University-Montgomery,Montgomery,AL,2,3,,,,,,,,,,,,,,,,0.0,0.0,0.2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,,,,,,,,,0.0,0.0,0.3568,0.6432,0.0,0.0,0.0,,,,,,,,0.3297,,,,,,,,,,,,,,,,,,1667.0,,,,0.1282,,,,,,,,,,,,0.5074,,
Enterprise State Community College,Enterprise,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0259,0.8075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006,0.0,,,,,,,,,0.0033,0.0176,0.7269,0.1714,0.0261,0.0163,0.0385,,,,,,,,0.3377,,,,,,,,,,,,,,,,,,4498.0,,,,0.1841,,,,,,,,,,,,0.4129,0.043,
James H Faulkner State Community College,Bay Minette,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0643,0.6199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.1111,0.0,,,,,,,,,0.0018,0.0025,0.8624,0.1117,0.0047,0.0095,0.0073,,,,,,,,0.2988,,,,,,,,,,,,,,,,,,4190.0,,,,0.1607,,,,,,,,,,,,0.2858,0.063,
Faulkner University,Montgomery,AL,3,2,,,,,,,,,,,,,,,,0.0118,0.0,0.0648,0.0884,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.002,0.7328,0.0,,,,,,,,,0.0101,0.0276,0.6307,0.2915,0.0151,0.005,0.0201,,,,,,,,0.3317,,,,,,,,,,,,,,,,,,3077.0,,,,,,,,,,,,,,,,0.5711,0.114,
FAULKNER UNIVERSITY-BIRMINGHAM,BIRMINGHAM,AL,3,2,,,,,,,,,,,,,,,,0.0118,0.0,0.0648,0.0884,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.002,0.7328,0.0,,,,,,,,,0.0,0.0081,0.6712,0.31,0.0027,0.0027,0.0054,,,,,,,,0.31,,,,,,,,,,,,,,,,,,4087.0,,,,,,,,,,,,,,,,0.5688,0.114,
FAULKNER UNIVERSITY-FLORENCE,FLORENCE,AL,3,2,,,,,,,,,,,,,,,,0.0118,0.0,0.0648,0.0884,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.002,0.7328,0.0,,,,,,,,,0.0,0.0081,0.6712,0.31,0.0027,0.0027,0.0054,,,,,,,,0.31,,,,,,,,,,,,,,,,,,4087.0,,,,,,,,,,,,,,,,0.5688,0.114,
FAULKNER UNIVERSITY,HUNTSVILLE,AL,3,2,,,,,,,,,,,,,,,,0.0118,0.0,0.0648,0.0884,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.002,0.7328,0.0,,,,,,,,,0.0,0.0081,0.6712,0.31,0.0027,0.0027,0.0054,,,,,,,,0.31,,,,,,,,,,,,,,,,,,4087.0,,,,,,,,,,,,,,,,0.5688,0.114,
Gadsden Business College,Rainbow City,AL,1,3,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.0,,,,,,,,,0.0,0.0,0.8984,0.1016,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.8092,,,,,,,,,,,,,0.156,
Gadsden State Community College,Gadsden,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0347,0.2931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393,0.0,0.0861,0.0,,,,,,,,,0.0204,0.0012,0.7769,0.1812,0.0065,0.0055,0.0083,,,,,,,,0.4179,,,,,,,,,,,,,,,,,,4347.0,,,,0.11699999999999999,,,,,,,,,,,,0.3906,0.25,
GADSDEN BUSINESS COLLEGE-ANNISTON,ANNISTON,AL,1,3,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5542,0.0,,,,,,,,,0.0,0.0,0.5935,0.4065,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.8053,,,,,,,,,,,,,0.156,
George C Wallace State Community College-Dothan,Dothan,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0517,0.0,,,,,,,,,0.0004,0.0046,0.7803,0.1905,0.0121,0.0036,0.0085,,,,,,,,0.3622,,,,,,,,,,,,,,,,,,4456.0,,,,0.126,,,,,,,,,,,,0.4005,0.0,
George C Wallace State Community College-Hanceville,Hanceville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0248,0.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,,,,,,,,,0.0045,0.0,0.9678,0.0212,0.0019,0.0015,0.003,,,,,,,,0.3523,,,,,,,,,,,,,,,,,,3941.0,,,,0.3051,,,,,,,,,,,,0.3947,0.053,
George C Wallace State Community College-Selma,Selma,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.0,0.2095,0.0,,,,,,,,,0.0,0.0006,0.5414,0.4497,0.0028,0.0017,0.0039,,,,,,,,0.3157,,,,,,,,,,,,,,,,,,4204.0,,,,0.3509,,,,,,,,,,,,0.2713,0.33299999999999996,
GADSDEN STATE COMMUNITY COLLEGE-AYERS CAMPUS,ANNISTON,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1007,0.0,,,,,,,,,0.0,0.0033,0.7388,0.2346,0.0133,0.0017,0.0083,,,,,,,,0.3128,,,,,,,,,,,,,,,,,,4317.0,,,,0.3617,,,,,,,,,,,,0.6302,0.0,
Herzing University-Birmingham,Birmingham,AL,2,3,,,,,,,,,,,,,,,,0.0,0.3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4717,0.0,,,,,,,,,0.0,0.006,0.4597,0.5343,0.0,0.0,0.0,,,,,,,,0.2,,,,,,,,,,,,,,,,,,2439.0,,,0.5356,,,,,,,,,,,,,0.4482,0.235,
Huntingdon College,Montgomery,AL,3,2,,,,,,,,,,,,,,,,0.10099999999999999,0.0,0.0101,0.0707,0.0606,0.0404,0.0303,0.0101,0.0303,0.0,0.0101,0.0,0.10099999999999999,0.2222,0.0606,,,,,,,,,0.023,0.0,0.8974,0.0567,0.0123,0.0077,0.0031,,,,,,,,0.0766,,,,,,,,,,,,,,,,,,4127.0,,,0.4392,,,,,,,,,,0.4444,0.0,,0.0936,0.114,
Heritage Christian University,Florence,AL,3,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.1176,0.0294,0.7279,0.125,0.0,0.0,0.0,,,,,,,,0.4706,,,,,,,,,,,,,,,,,,3074.0,,,0.4,,,,,,,,,,0.5,,,0.6573,0.098,
J F Drake State Community and Technical College,Huntsville,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.0,,,,,,,,,0.0263,0.0099,0.4507,0.4951,0.0016,0.0016,0.0148,,,,,,,,0.3372,,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,0.5403,0.0,
Jacksonville State University,Jacksonville,AL,3,1,,,,,,,,,,,,,,,,0.2235,0.0,0.0,0.0104,0.0379,0.0189,0.0,0.0,0.0057,0.0445,0.053,0.0,0.0294,0.1373,0.0066,,,,,,,,,0.0284,0.0038,0.7809,0.1632,0.0073,0.0065,0.0098,,,,,,,,0.1838,,,,,,,,,,,,,,,,,,4768.0,,,0.2891,,,,,,,,,,,,,0.2561,0.09,
Jefferson Davis Community College,Brewton,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.0994,0.0,,,,,,,,,0.0,0.0032,0.647,0.3176,0.0087,0.0189,0.0047,,,,,,,,0.212,,,,,,,,,,,,,,,,,,4329.0,,,,0.1502,,,,,,,,,,,,0.4231,0.23399999999999999,
Jefferson State Community College,Birmingham,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,,,,,,,,,0.0192,0.0176,0.7896,0.1577,0.0073,0.0024,0.0062,,,,,,,,0.4788,,,,,,,,,,,,,,,,,,4370.0,,,,0.0473,,,,,,,,,,,,0.3585,0.111,
John C Calhoun State Community College,Tanner,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0233,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0233,0.0598,0.0,,,,,,,,,0.0002,0.0193,0.7452,0.1717,0.0149,0.0357,0.013000000000000001,,,,,,,,0.6102,,,,,,,,,,,,,,,,,,4397.0,,,,0.1095,,,,,,,,,,,,0.4439,0.079,
H COUNCILL TRENHOLM STATE TECHNICAL COLLEGE-PATTER,MONTGOMERY,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,0.0352,0.0,,,,,,,,,0.0,0.0157,0.439,0.5277,0.0065,0.0065,0.0046,,,,,,,,0.4621,,,,,,,,,,,,,,,,,,5017.0,,,,0.3224,,,,,,,,,,,,0.5363,0.0,
Judson College,Marion,AL,3,2,,,,,,,,,,,,,,,,0.1633,0.0,0.0,0.0,0.102,0.0,0.0204,0.0612,0.0,0.0204,0.0408,0.0,0.0612,0.0612,0.0204,,,,,,,,,0.0174,0.0,0.8258,0.1394,0.006999999999999999,0.0035,0.006999999999999999,,,,,,,,0.1359,,,,,,,,,,,,,,,,,,3853.0,,,0.4435,,,,,,,,,,,,,0.1803,0.153,
Lawson State Community College-Birmingham Campus,Birmingham,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2746,0.0,0.0,0.0,0.0,0.0,0.0211,0.0,0.0423,0.0,0.1373,0.0,,,,,,,,,0.0048,0.0,0.0138,0.9799,0.0014,0.0,0.0,,,,,,,,0.2851,,,,,,,,,,,,,,,,,,4410.0,,,,0.1359,,,,,,,,,,,,0.4506,0.235,
University of West Alabama,Livingston,AL,3,1,,,,,,,,,,,,,,,,0.3237,0.0,0.0,0.0,0.0545,0.0032,0.0,0.0,0.0064,0.0,0.0321,0.0,0.0032,0.2308,0.0385,,,,,,,,,0.0139,0.0,0.6311,0.3406,0.0017,0.0067,0.0061,,,,,,,,0.0817,,,,,,,,,,,,,,,,,,3875.0,,,0.2484,,,,,,,,,,0.6667,0.0,,0.1078,0.125,
Lurleen B Wallace Community College,Andalusia,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,,,,,,,,,0.0023,0.0023,0.8198,0.1608,0.0034,0.0068,0.0046,,,,,,,,0.2281,,,,,,,,,,,,,,,,,,4074.0,,,,0.2184,,,,,,,,,,,,0.2472,0.0,
Marion Military Institute,Marion,AL,2,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0057,0.0229,0.7314,0.1657,0.0171,0.0,0.0571,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2956.0,,,,,,,,,,,,,,,,0.0057,0.121,
Miles College,Fairfield,AL,3,2,,,,,,,,,,,,,,,,0.4755,0.0,0.0,0.0,0.049,0.006999999999999999,0.0,0.0,0.021,0.006999999999999999,0.0629,0.0,0.0,0.2937,0.0,,,,,,,,,0.0,0.0,0.0045,0.9955,0.0,0.0,0.0,,,,,,,,0.1239,,,,,,,,,,,,,,,,,,2493.0,,,0.8027,,,,,,,,,,,,,0.3567,0.24100000000000002,
University of Mobile,Mobile,AL,3,2,,,,,,,,,,,,,,,,0.16,0.0,0.0,0.0123,0.0185,0.0062,0.0523,0.0,0.0,0.0,0.0246,0.0,0.0185,0.2031,0.0154,,,,,,,,,0.0302,0.0,0.7985,0.1638,0.0,0.0075,0.0,,,,,,,,0.2349,,,,,,,,,,,,,,,,,,3721.0,,,,,,,,,,,,,,,,0.2182,0.106,
University of Montevallo,Montevallo,AL,3,1,,,,,,,,,,,,,,,,0.2387,0.0,0.0,0.0,0.0338,0.0135,0.0,0.0,0.0113,0.0495,0.0653,0.0,0.0856,0.1284,0.0135,,,,,,,,,0.0185,0.0015,0.8435,0.1256,0.0034,0.0045,0.003,,,,,,,,0.1007,,,,,,,,,,,,,,,,,,4311.0,,,,,,,,,,,,,,,,0.1176,0.079,
Northwest-Shoals Community College,Muscle Shoals,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.0,0.0952,0.0,,,,,,,,,0.006,0.0,0.8678,0.1023,0.0034,0.0167,0.0037,,,,,,,,0.3162,,,,,,,,,,,,,,,,,,4338.0,,,,,,,,,,,,,,,,0.3554,0.134,
University of North Alabama,Florence,AL,3,1,,,,,,,,,,,,,,,,0.155,0.0,0.0,0.005,0.0425,0.0063,0.0,0.0,0.0225,0.06,0.0475,0.0,0.025,0.2625,0.0263,,,,,,,,,0.0006,0.0115,0.8662,0.0848,0.0075,0.0208,0.0087,,,,,,,,0.1516,,,,,,,,,,,,,,,,,,4824.0,,,0.3033,,,,,,,,,,0.0,,,0.233,0.106,
Northeast Alabama Community College,Rainsville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154,0.0,,,,,,,,,0.0,0.0052,0.9109999999999999,0.0162,0.0059,0.0515,0.0103,,,,,,,,0.3363,,,,,,,,,,,,,,,,,,4448.0,,,,0.2923,,,,,,,,,,,,0.3716,0.0,
Oakwood University,Huntsville,AL,3,2,,,,,,,,,,,,,,,,0.0886,0.0,0.0,0.0,0.1392,0.0338,0.0127,0.0422,0.0042,0.0802,0.0,0.0,0.0169,0.2152,0.0084,,,,,,,,,0.1247,0.0547,0.0148,0.7973,0.0023,0.0011,0.0051,,,,,,,,0.1185,,,,,,,,,,,,,,,,,,3569.0,,,0.3808,,,,,,,,,,0.7143,,,0.1777,0.11199999999999999,
Alabama Southern Community College,Monroeville,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.16899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.1103,0.0,,,,,,,,,0.0,0.0,0.6677,0.318,0.0045,0.006,0.0038,,,,,,,,0.1964,,,,,,,,,,,,,,,,,,4106.0,,,,0.1739,,,,,,,,,,,,0.3056,0.0,
