name,city,state,degrees_awarded.predominant,ownership,locale,carnegie_size_setting,minority_serving.historically_black,minority_serving.predominantly_black,minority_serving.annh,minority_serving.tribal,minority_serving.aanipi,minority_serving.hispanic,minority_serving.nant,men_only,women_only,admission_rate.overall,act_scores.75th_percentile.cumulative,sat_scores.average.overall,sat_scores.average.by_ope_id,program_percentage.education,program_percentage.engineering,program_percentage.legal,program_percentage.humanities,program_percentage.biological,program_percentage.mathematics,program_percentage.philosophy_religious,program_percentage.theology_religious_vocation,program_percentage.physical_science,program_percentage.public_administration_social_service,program_percentage.social_science,program_percentage.construction,program_percentage.visual_performing,program_percentage.business_marketing,program_percentage.history,enrollment.all,demographics.race_ethnicity.white,demographics.race_ethnicity.black,demographics.race_ethnicity.hispanic,demographics.race_ethnicity.asian,demographics.race_ethnicity.aian,demographics.race_ethnicity.nhpi,demographics.race_ethnicity.two_or_more,demographics.race_ethnicity.non_resident_alien,demographics.race_ethnicity.unknown,demographics.race_ethnicity.white_non_hispanic,demographics.race_ethnicity.black_non_hispanic,demographics.race_ethnicity.asian_pacific_islander,demographics.race_ethnicity.aian_prior_2009,demographics.race_ethnicity.hispanic_prior_2009,demographics.non_resident_aliens_2000,demographics.race_ethnicity.unknown_2000,demographics.race_ethnicity.white_2000,demographics.race_ethnicity.black_2000,demographics.race_ethnicity.api_2000,demographics.race_ethnicity.aian_2000,demographics.race_ethnicity.hispanic_2000,part_time_share,part_time_share_2000,title_iv.public.by_income_level.0-30000,title_iv.public.by_income_level.30001-48000,title_iv.public.by_income_level.48001-75000,title_iv.public.by_income_level.75001-110000,title_iv.public.by_income_level.110001-plus,title_iv.private.by_income_level.0-30000,title_iv.private.by_income_level.30001-48000,title_iv.private.by_income_level.48001-75000,title_iv.private.by_income_level.75001-110000,title_iv.private.by_income_level.110001-plus,attendance.academic_year,tuition.in_state,tuition.out_of_state,tuition.program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt,share_first.time_full.time,completion_rate_4yr_150_white,completion_rate_4yr_150_black,completion_rate_4yr_150_hispanic,completion_rate_4yr_150_asian,completion_rate_4yr_150_aian,completion_rate_4yr_150_nhpi,completion_rate_4yr_150_2ormore,completion_rate_4yr_150_nonresident.alien,completion_rate_4yr_150_race.unknown,federal_loan_rate,share_25_older,2_yr_default_rate,3_yr_default_rate
Alabama A & M University,Normal,AL,3,1.0,,,,,,,,,,,,0.49,20.0,870.0,870.0,0.1236,0.0856,0.0,0.0,0.0983,0.0158,0.0,0.0,0.0158,0.0745,0.0475,0.0,0.0095,0.2441,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0138,0.9613,0.0007,0.0014,0.0044,,,,,,,,0.0634,,,,,,,,,,,,,4072.0,7304.0,,5447.0,5544.0,6421.0,0.8132,0.3408,0.325,,0.89078498293515,,,,,,,,0.3182,,,,0.11,
University of Alabama at Birmingham,Birmingham,AL,3,1.0,,,,,,,,,,,,0.851,27.0,1108.0,1108.0,0.0726,0.0607,0.0,0.0031,0.0705,0.0114,0.0099,0.0,0.0176,0.0285,0.0389,0.0,0.0399,0.1758,0.0373,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0369,0.6035,0.273,0.044000000000000004,0.0042,0.0166,,,,,,,,0.2481,,,,,,,,,,,,,4664.0,10352.0,,5229.0,16379.0,8666.0,0.9238,0.2847,0.3984,,0.56348847718029,,,,,,,,0.4348,0.5,,,0.034,
Amridge University,Montgomery,AL,3,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.5056,0.3539,0.0056,0.0028,0.0534,,,,,,,,0.3596,,,,,,,,,,,,,6600.0,6600.0,,10284.0,5019.0,3326.0,0.7097,0.6851,0.2,,0.7692307692307601,,,,,,,,,,,,0.092,
University of Alabama in Huntsville,Huntsville,AL,3,1.0,,,,,,,,,,,,0.8917,27.0,1123.0,1123.0,0.0304,0.2531,0.0,0.0,0.0664,0.0101,0.0124,0.0,0.0157,0.0,0.0169,0.0,0.0427,0.23399999999999999,0.0214,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0202,0.7246,0.154,0.0276,0.016,0.0227,,,,,,,,0.2354,,,,,,,,,,,,,5952.0,13092.0,,5494.0,7500.0,7812.0,0.6579999999999999,0.2422,0.4754,,0.54216867469879,,,,,,,,0.75,,,,0.039,
Alabama State University,Montgomery,AL,3,1.0,,,,,,,,,,,,0.4228,17.0,762.0,762.0,0.1947,0.0,0.0,0.0,0.0656,0.0109,0.0,0.0,0.0044,0.081,0.0284,0.0,0.0569,0.1466,0.0066,,0.0133,0.9776,0.0034,0.0002,0.0006,0.0,0.0,0.0027,0.0021,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1171,,,,,,,,,,,,,5460.0,10068.0,,5461.0,5899.0,6367.0,0.5971,0.6221,0.212,,0.83532369578881,,,,,,,,0.5,0.1667,,,0.16899999999999998,
The University of Alabama,Tuscaloosa,AL,3,1.0,,,,,,,,,,,,0.6039,27.0,1102.0,1102.0,0.0642,0.0615,0.0,0.0,0.0321,0.0012,0.0047,0.0,0.0127,0.0103,0.0453,0.0,0.0468,0.2805,0.0232,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.8433,0.1123,0.01,0.0059,0.021,,,,,,,,0.0748,,,,,,,,,,,,,6400.0,18000.0,,8010.0,7932.0,8230.0,0.7519,0.1742,0.6445,,0.77937761263353,,,,,,,,0.6818,,,,0.042,
Central Alabama Community College,Alexander City,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1264,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0071,0.723,0.257,0.0014,0.0038,0.0,,,,,,,,0.3722,,,,,,,,,,,,,2700.0,4830.0,,1391.0,5505.0,5766.0,0.2533,0.6546,,0.2008,0.7113237639553399,,,,,,,,,,,,0.21,
Athens State University,Athens,AL,3,1.0,,,,,,,,,,,,,,,,0.3347,0.0,0.0,0.0251,0.0265,0.0278,0.0079,0.0,0.0026,0.0,0.0331,0.0,0.0079,0.3347,0.0146,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.8224,0.114,0.0077,0.0299,0.0103,,,,,,,,0.5324,,,,,,,,,,,,,,,,1932.0,6134.0,7149.0,0.3971,0.2954,,,,,,,,,,,,,,,0.037000000000000005,
Auburn University at Montgomery,Montgomery,AL,3,1.0,,,,,,,,,,,,0.9068,22.0,950.0,950.0,0.1254,0.0,0.0,0.0398,0.0767,0.0044,0.0,0.0,0.0177,0.0,0.0236,0.0,0.0236,0.3407,0.0059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202,0.0307,0.6058,0.3092,0.0179,0.0043,0.0119,,,,,,,,0.3491,,,,,,,,,,,,,5580.0,16200.0,,4434.0,5785.0,6857.0,1.0,0.3083,0.2354,,0.6212914485165699,,,,,,,,0.0,0.3,,,0.107,
Auburn University,Auburn,AL,3,1.0,,,,,,,,,,,,0.7081,28.0,1166.0,1166.0,0.0901,0.1323,0.0,0.0,0.0632,0.0045,0.0035,0.0,0.0077,0.0136,0.0712,0.0,0.0385,0.2453,0.013000000000000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0092,0.8597,0.0819,0.0172,0.0062,0.0193,,,,,,,,0.0826,,,,,,,,,,,,,6500.0,18260.0,,9554.0,10088.0,8558.0,0.8889,0.1342,0.6415,,0.75023687701345,,,,,,,,0.5909,0.618,,,0.033,
Birmingham Southern College,Birmingham,AL,3,2.0,,,,,,,,,,,,0.6897,28.0,1160.0,1160.0,0.0586,0.0138,0.0,0.0,0.1034,0.0276,0.0207,0.0,0.0276,0.0,0.0759,0.0,0.1034,0.2069,0.0517,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0227,0.8421,0.0836,0.0319,0.0042,0.0135,,,,,,,,0.0191,,,,,,,,,,,,,25586.0,25586.0,,12693.0,11956.0,7087.0,0.7464,0.1815,0.6559,,0.89662027833002,,,,,,,,,,,,0.015,
Chattahoochee Valley Community College,Phenix City,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.5741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0972,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383,0.4876,0.4282,0.0096,0.0057,0.0306,,,,,,,,0.4588,,,,,,,,,,,,,2700.0,4830.0,,2052.0,4214.0,5778.0,0.2605,0.5666,,0.0593,0.45077720207253,,,,,,,,,,,,0.16699999999999998,
Concordia College Alabama,Selma,AL,3,2.0,,,,,,,,,,,,,,,,0.5846,0.0,0.0,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.0,0.0204,0.9388,0.0,0.0,0.0,,,,,,,,0.1707,,,,,,,,,,,,,6826.0,6826.0,,2602.0,3853.0,4283.0,1.0,0.8163,0.7121,,0.8242074927953801,,,,,,,,1.0,,,,0.0,
South University-Montgomery,Montgomery,AL,2,3.0,,,,,,,,,,,,0.8966,,,,0.0,0.0,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.6823,0.0039,0.0019,0.0058,,,,,,,,0.4542,,,,,,,,,,,,,14085.0,14085.0,,14978.0,3911.0,4673.0,0.3077,0.8175,0.2424,,0.28169014084507,,,,,,,,,,,,0.076,
Enterprise State Community College,Enterprise,AL,1,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0,,0.645,0.1959,0.0398,0.0124,0.0124,0.003,0.0134,0.001,0.0771,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.3178,,,,,,,,,,,,,2700.0,4830.0,,1605.0,5300.0,5431.0,0.4286,0.2863,,0.21600000000000003,0.55743651753325,,,,,,,,,,,,0.135,
James H Faulkner State Community College,Bay Minette,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0239,0.5623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.122,0.0,,0.6353,0.1399,0.0226,0.0063,0.0126,0.0006,0.0112,0.0,0.0037,0.1178,0.0458,0.002,0.0014,0.0009,,,,,,,,0.3721,,,,,,,,,,,,,2790.0,4920.0,,1469.0,3558.0,5907.0,0.366,0.1871,,0.1464,0.63569861009509,,,,,,,,,,,,0.166,
Faulkner University,Montgomery,AL,3,2.0,,,,,,,,,,,,0.2526,23.0,962.0,962.0,0.0377,0.0,0.0131,0.0033,0.0082,0.0016,0.0,0.0082,0.0,0.0,0.0,0.0,0.0033,0.7459,0.0033,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0256,0.5033,0.4448,0.0039,0.0066,0.0128,,,,,,,,0.1852,,,,,,,,,,,,,12720.0,12720.0,,8311.0,4509.0,6381.0,0.9271,0.7172,0.2627,,0.58481012658227,,,,,,,,0.5,0.2,,,0.08,
Gadsden State Community College,Gadsden,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0244,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354,0.0,0.0733,0.0,,0.7332,0.1958,0.0214,0.0034,0.0048,0.0015,0.0086,0.0209,0.0104,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4,,,,,,,,,,,,,2700.0,4830.0,,1514.0,5590.0,5663.0,0.4335,0.5069,,0.2013,0.672671127123,,,,,,,,,,,,0.0,
George C Wallace State Community College-Dothan,Dothan,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0323,0.0,,0.0,0.0,0.0,0.0069,0.0,0.0003,0.0072,0.0027,0.0168,0.6416,0.2976,0.0019,0.0043,0.0208,,,,,,,,0.4381,,,,,,,,,,,,,2700.0,4830.0,,1670.0,5464.0,5444.0,0.557,0.0898,,0.158,0.6071158213474599,,,,,,,,,,,,0.5,
George C Wallace State Community College-Hanceville,Hanceville,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0114,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0421,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.015,0.9026,0.0451,0.0026,0.0099,0.016,,,,,,,,0.3915,,,,,,,,,,,,,2700.0,4830.0,,1678.0,3952.0,5473.0,0.402,0.3013,,0.257,0.59478260869565,,,,,,,,,,,,0.16699999999999998,
George C Wallace State Community College-Selma,Selma,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0797,0.0,0.1593,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.3509,0.6186,0.0042,0.0,0.009000000000000001,,,,,,,,0.3413,,,,,,,,,,,,,2700.0,4830.0,,1398.0,4348.0,5393.0,0.4286,0.8568,,0.2696,0.6385737439222,,,,,,,,,,,,0.0,
Herzing University-Birmingham,Birmingham,AL,3,3.0,,,,,,,,,,,,0.8214,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.2867,0.6826,0.0068,0.0,0.0068,,,,,,,,0.4437,,,,,,,,,,,,,9660.0,9660.0,,11300.0,4261.0,4478.0,0.3846,0.5,0.3077,,0.5066666666666599,,,,,,,,,,,,0.124,
Huntingdon College,Montgomery,AL,3,2.0,,,,,,,,,,,,0.6494,24.0,1007.0,1007.0,0.0309,0.0,0.0,0.0,0.1237,0.0,0.0052,0.0052,0.0155,0.0,0.0412,0.0,0.0258,0.4639,0.0361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0344,0.7686,0.1729,0.0037,0.0037,0.0093,,,,,,,,0.2138,,,,,,,,,,,,,20020.0,20020.0,,7844.0,6445.0,5370.0,0.3929,0.28300000000000003,0.5455,,0.66230366492146,,,,,,,,0.0,0.5,,,0.105,
Heritage Christian University,Florence,AL,3,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.8286,0.1571,0.0,0.0,0.0,,,,,,,,0.4571,,,,,,,,,,,,,7968.0,7968.0,,8904.0,10173.0,3202.0,0.7143,0.2045,0.6,,0.16666666666666002,,,,,,,,,,,,0.075,
J F Drake State Community and Technical College,Huntsville,AL,1,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.2067,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.22399999999999998,0.7033,0.0143,0.0043,0.0185,,,,,,,,0.3096,,,,,,,,,,,,,2700.0,4830.0,,1117.0,5299.0,6686.0,0.4328,0.8617,,0.2015,0.48484848484848,,,,,,,,,,,,0.0,
Jacksonville State University,Jacksonville,AL,3,1.0,,,,,,,,,,,,0.8586,22.0,920.0,920.0,0.1606,0.0,0.0,0.0171,0.0447,0.0133,0.0,0.0,0.0076,0.0808,0.057999999999999996,0.0,0.0532,0.1435,0.0361,,0.6276,0.2825,0.0104,0.0078,0.0057,0.0,0.0,0.0225,0.0435,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.2136,,,,,,,,,,,,,4560.0,9120.0,,4525.0,5935.0,6294.0,0.7108,0.3834,0.3267,,0.6174863387978101,,,,,,,,0.7692,0.2414,,,0.068,
Jefferson Davis Community College,Brewton,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0735,0.0,0.0662,0.0,,0.519,0.3092,0.0145,0.0063,0.047,0.0027,0.0172,0.0009,0.0832,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4557,,,,,,,,,,,,,2708.0,4838.0,,820.0,6398.0,5627.0,0.519,0.5378,,0.2721,0.6538461538461501,,,,,,,,,,,,0.0,
Jefferson State Community College,Birmingham,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812,0.0,,0.7406,0.1975,0.0181,0.0165,0.0039,0.0012,0.0001,0.0114,0.0106,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.5619,,,,,,,,,,,,,3060.0,5190.0,,2487.0,4866.0,5527.0,0.3447,0.1441,,0.0889,0.47758544163337,,,,,,,,,,,,0.073,
John C Calhoun State Community College,Tanner,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0061,0.3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0122,0.0171,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.7152,0.1978,0.0206,0.0293,0.0242,,,,,,,,0.5329999999999999,,,,,,,,,,,,,2850.0,5700.0,,2195.0,3678.0,5735.0,0.2677,0.2501,,0.1028,0.53,,,,,,,,,,,,0.134,
Judson College,Marion,AL,3,2.0,,,,,,,,,,,,0.8355,26.0,1056.0,1056.0,0.1,0.0,0.0,0.0,0.12,0.02,0.0,0.02,0.06,0.0,0.04,0.0,0.16,0.08,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0127,0.8317,0.1238,0.0,0.0063,0.0127,,,,,,,,0.1556,,,,,,,,,,,,,11950.0,11950.0,,4332.0,7247.0,5332.0,0.4545,0.3473,0.4946,,0.8050847457627099,,,,,,,,1.0,0.0,,,0.115,
Lawson State Community College-Birmingham Campus,Birmingham,AL,1,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0039,0.0078,0.0621,0.0039,0.0835,0.0,,0.1498,0.8047,0.006999999999999999,0.0029,0.0015,0.0012,0.0032,0.0012,0.0286,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4438,,,,,,,,,,,,,3000.0,5130.0,,1066.0,6276.0,5629.0,0.4344,0.7922,,0.1589,0.57787810383747,,,,,,,,,,,,0.0,
University of West Alabama,Livingston,AL,3,1.0,,,,,,,,,,,,0.6825,22.0,931.0,931.0,0.2253,0.0,0.0,0.0,0.0395,0.0079,0.0,0.0,0.0119,0.0,0.0514,0.0,0.0,0.1779,0.0553,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0032,0.45899999999999996,0.5196,0.0048,0.0037,0.0091,,,,,,,,0.2571,,,,,,,,,,,,,5100.0,9700.0,,5074.0,5359.0,5534.0,0.97,0.5796,0.3212,,0.54921259842519,,,,,,,,,,,,0.062,
Lurleen B Wallace Community College,Andalusia,AL,2,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,,0.7208,0.2204,0.0191,0.0021,0.0043,0.0007,0.0099,0.0007,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.3203,,,,,,,,,,,,,2700.0,4830.0,,1259.0,5426.0,5469.0,0.4554,0.4394,,0.3069,0.60259179265658,,,,,,,,,,,,0.0,
Marion Military Institute,Marion,AL,2,1.0,,,,,,,,,,,,0.4503,25.0,1033.0,1033.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6482,0.2186,0.0553,0.0302,0.0126,0.0,0.005,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,8570.0,14590.0,,5591.0,5850.0,5404.0,0.8333,0.1562,,0.5776,0.9344827586206801,,,,,,,,,,,,0.084,
