name,city,state,degrees_awarded.predominant,ownership,locale,carnegie_size_setting,minority_serving.historically_black,minority_serving.predominantly_black,minority_serving.annh,minority_serving.tribal,minority_serving.aanipi,minority_serving.hispanic,minority_serving.nant,men_only,women_only,admission_rate.overall,act_scores.75th_percentile.cumulative,sat_scores.average.overall,sat_scores.average.by_ope_id,program_percentage.education,program_percentage.engineering,program_percentage.legal,program_percentage.humanities,program_percentage.biological,program_percentage.mathematics,program_percentage.philosophy_religious,program_percentage.theology_religious_vocation,program_percentage.physical_science,program_percentage.public_administration_social_service,program_percentage.social_science,program_percentage.construction,program_percentage.visual_performing,program_percentage.business_marketing,program_percentage.history,enrollment.all,demographics.race_ethnicity.white,demographics.race_ethnicity.black,demographics.race_ethnicity.hispanic,demographics.race_ethnicity.asian,demographics.race_ethnicity.aian,demographics.race_ethnicity.nhpi,demographics.race_ethnicity.two_or_more,demographics.race_ethnicity.non_resident_alien,demographics.race_ethnicity.unknown,demographics.race_ethnicity.white_non_hispanic,demographics.race_ethnicity.black_non_hispanic,demographics.race_ethnicity.asian_pacific_islander,demographics.race_ethnicity.aian_prior_2009,demographics.race_ethnicity.hispanic_prior_2009,demographics.non_resident_aliens_2000,demographics.race_ethnicity.unknown_2000,demographics.race_ethnicity.white_2000,demographics.race_ethnicity.black_2000,demographics.race_ethnicity.api_2000,demographics.race_ethnicity.aian_2000,demographics.race_ethnicity.hispanic_2000,part_time_share,part_time_share_2000,title_iv.public.by_income_level.0-30000,title_iv.public.by_income_level.30001-48000,title_iv.public.by_income_level.48001-75000,title_iv.public.by_income_level.75001-110000,title_iv.public.by_income_level.110001-plus,title_iv.private.by_income_level.0-30000,title_iv.private.by_income_level.30001-48000,title_iv.private.by_income_level.48001-75000,title_iv.private.by_income_level.75001-110000,title_iv.private.by_income_level.110001-plus,attendance.academic_year,tuition.in_state,tuition.out_of_state,tuition.program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt,share_first.time_full.time,completion_rate_4yr_150_white,completion_rate_4yr_150_black,completion_rate_4yr_150_hispanic,completion_rate_4yr_150_asian,completion_rate_4yr_150_aian,completion_rate_4yr_150_nhpi,completion_rate_4yr_150_2ormore,completion_rate_4yr_150_nonresident.alien,completion_rate_4yr_150_race.unknown,federal_loan_rate,share_25_older,2_yr_default_rate,3_yr_default_rate
Birmingham Southern College,Birmingham,AL,3,2,,,,,,,,,,,,0.6649,29.0,1192.0,1192.0,0.0263,0.0175,0.0,0.0,0.0921,0.0263,0.0395,0.0,0.0307,0.0,0.0746,0.0,0.1447,0.2456,0.0482,,0.8245,0.0756,0.025,0.0434,0.0072,0.0,0.0171,0.0,0.0072,,,,,,,,,,,,,0.0112,,,,,,,42.0,26.0,59.0,58.0,142.0,38205.0,27890.0,27890.0,,12352.0,11479.0,6379.0,0.6438,0.2115,0.6349,,0.92695214105793,,,,,,,,,1.0,0.4483,,0.044000000000000004,
Chattahoochee Valley Community College,Phenix City,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744,0.0,,0.4501,0.4701,0.0335,0.0058,0.0026,0.0032,0.0077,0.0019,0.0251,,,,,,,,,,,,,0.3909,,158.0,34.0,13.0,0.0,0.0,,,,,,5540.0,3510.0,6210.0,,1314.0,4210.0,5783.0,0.3148,0.5179,,0.1445,0.46801346801346005,,,,,,,,,,0.0,,0.168,
Concordia College Alabama,Selma,AL,3,2,,,,,,,,,,,,,,,,0.5417,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2083,0.0,,0.0169,0.9371,0.0184,0.0031,0.0,0.0,0.0,0.0245,0.0,,,,,,,,,,,,,0.0951,,,,,,,290.0,47.0,23.0,0.0,0.0,13210.0,7370.0,7370.0,,5581.0,5499.0,4061.0,1.0,0.9236,0.0405,,0.94502617801047,,,,,,,,0.3333,,0.6829,,0.23600000000000002,
South University-Montgomery,Montgomery,AL,2,3,,,,,,,,,,,,0.9273,,,,0.0,0.0,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2414,0.0,,0.2932,0.6592,0.0223,0.0089,0.003,0.0,0.0134,0.0,0.0,,,,,,,,,,,,,0.3467,,,,,,,56.0,9.0,1.0,4.0,2.0,27418.0,15285.0,15285.0,,13986.0,3843.0,5048.0,0.275,0.8097,0.2121,,0.14596273291925,,,,,,,,,,0.8581,,0.135,
Enterprise State Community College,Enterprise,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0063,0.1788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.0,,0.7037,0.2072,0.0379,0.0133,0.009000000000000001,0.002,0.0102,0.002,0.0149,,,,,,,,,,,,,0.2869,,211.0,66.0,41.0,24.0,8.0,,,,,,9146.0,3052.0,5572.0,,1891.0,3974.0,5413.0,0.3255,0.4144,,0.3232,0.55853920515574,,,,,,,,,,0.2118,,0.11599999999999999,
James H Faulkner State Community College,Bay Minette,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0277,0.4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0185,0.1109,0.0,,0.7411,0.1919,0.0216,0.0079,0.0205,0.0011,0.0106,0.0007,0.0047,,,,,,,,,,,,,0.3667,,418.0,131.0,96.0,49.0,18.0,,,,,,7987.0,3360.0,3360.0,,2072.0,3545.0,5824.0,0.3051,0.4278,,0.1644,0.59142857142857,,,,,,,,,,0.2498,,0.133,
Faulkner University,Montgomery,AL,3,2,,,,,,,,,,,,0.5117,28.0,1052.0,1052.0,0.0198,0.0,0.0122,0.0107,0.0061,0.0061,0.0,0.0091,0.0,0.0,0.0015,0.0,0.0061,0.7896,0.0046,,0.2665,0.2935,0.0073,0.003,0.0039,0.0,0.0069,0.0141,0.4049,,,,,,,,,,,,,0.1491,,,,,,,55.0,76.0,92.0,45.0,6.0,24105.0,14810.0,14810.0,,9594.0,4245.0,6444.0,0.9808,0.7654,0.373,,0.75704225352112,,,,,,,,0.0,1.0,0.887,,0.102,
Gadsden State Community College,Gadsden,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0161,0.1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386,0.0,0.0665,0.0,,0.7201,0.2138,0.0253,0.0037,0.004,0.0012,0.01,0.0159,0.0061,,,,,,,,,,,,,0.3733,,776.0,161.0,38.0,3.0,0.0,,,,,,9628.0,3270.0,5970.0,,1109.0,4592.0,5653.0,0.425,0.5126,,0.1969,0.64261603375527,,,,,,,,,,0.0,,0.0,
George C Wallace State Community College-Dothan,Dothan,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,0.0,0.0612,0.0,,0.6352,0.324,0.0166,0.0074,0.0044,0.0009,0.0063,0.0009,0.0044,,,,,,,,,,,,,0.3973,,479.0,103.0,24.0,1.0,0.0,,,,,,7168.0,3270.0,5970.0,,1480.0,4447.0,5389.0,0.4829,0.5096,,0.1785,0.61802853437094,,,,,,,,,,0.0,,0.0,
George C Wallace State Community College-Hanceville,Hanceville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.008,0.1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0231,0.0,,0.9064,0.0507,0.0164,0.0033,0.0097,0.0003,0.0055,0.0057,0.0018,,,,,,,,,,,,,0.3726,,91.0,334.0,301.0,6.0,0.0,,,,,,9743.0,3570.0,6270.0,,1464.0,3520.0,5428.0,0.4247,0.4525,,0.3094,0.56440765649249,,,,,,,,,,0.3562,,0.172,
George C Wallace State Community College-Selma,Selma,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0827,0.0,0.1173,0.0,,0.2488,0.7254,0.0086,0.0038,0.0016,0.0075,0.0021,0.0,0.0021,,,,,,,,,,,,,0.2837,,416.0,0.0,0.0,0.0,0.0,,,,,,14339.0,3270.0,5970.0,,986.0,4193.0,5142.0,0.4508,0.7265,,0.2778,0.65047021943573,,,,,,,,,,0.0,,0.0,
Herzing University-Birmingham,Birmingham,AL,2,3,,,,,,,,,,,,0.7907,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779,0.0,,0.3002,0.6295,0.0048,0.0048,0.0,0.0,0.0387,0.0,0.0218,,,,,,,,,,,,,0.3947,,,,,,,24.0,2.0,6.0,1.0,0.0,21272.0,10933.0,10933.0,,11328.0,4691.0,5134.0,0.3077,0.7318,0.2,,0.10897435897435,,,,,,,,,0.5,0.8447,,0.087,
Huntingdon College,Montgomery,AL,3,2,,,,,,,,,,,,0.6217,24.0,1026.0,1026.0,0.0495,0.0,0.0,0.0,0.1287,0.0198,0.005,0.0099,0.005,0.0,0.005,0.0,0.0198,0.6089,0.0347,,0.6271,0.1828,0.0165,0.0018,0.0046,0.0009,0.0119,0.0064,0.1481,,,,,,,,,,,,,0.1929,,,,,,,57.0,24.0,45.0,38.0,26.0,28724.0,20990.0,20990.0,,8594.0,6441.0,5283.0,0.395,0.3498,0.474,,0.7452054794520501,,,,,,,,0.5,0.0,0.68,,0.09300000000000001,
Heritage Christian University,Florence,AL,3,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8667,0.1,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.6,,,,,,,1.0,0.0,1.0,2.0,0.0,14639.0,9360.0,9360.0,,8873.0,7511.0,3216.0,0.8571,0.6164,0.6667,,0.4166666666666599,,,,,,,,,,0.6301,,0.08199999999999999,
J F Drake State Community and Technical College,Huntsville,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966,0.0,,0.2694,0.6881,0.0088,0.0064,0.0056,0.0016,0.0072,0.0096,0.0032,,,,,,,,,,,,,0.4018,,174.0,28.0,2.0,0.0,0.0,,,,,,10428.0,3270.0,5970.0,,1188.0,4466.0,5122.0,0.2816,0.659,,0.209,0.40569395017793,,,,,,,,,,0.0,,0.0,
Jacksonville State University,Jacksonville,AL,3,1,,,,,,,,,,,,0.8397,25.0,1001.0,1001.0,0.195,0.0,0.0,0.0152,0.0286,0.0098,0.0,0.0,0.0027,0.0564,0.0438,0.0,0.051,0.1556,0.0376,,0.6201,0.2981,0.0136,0.0049,0.0063,0.0006,0.0,0.0234,0.033,,,,,,,,,,,,,0.2181,,415.0,163.0,122.0,112.0,44.0,,,,,,16378.0,5424.0,10848.0,,5253.0,6152.0,6343.0,0.6863,0.4174,0.3304,,0.61897665176353,,,,,,,,0.0,0.3778,0.6533,,0.091,
Jefferson Davis Community College,Brewton,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0293,0.0,,0.5672,0.292,0.0159,0.0151,0.0438,0.0008,0.0088,0.0,0.0565,,,,,,,,,,,,,0.4924,,114.0,41.0,12.0,0.0,0.0,,,,,,7359.0,3278.0,5978.0,,901.0,5026.0,5792.0,0.4353,0.5464,,0.2763,0.52173913043478,,,,,,,,,,0.0,,0.0,
Jefferson State Community College,Birmingham,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313,0.0,,0.6998,0.2257,0.0244,0.0147,0.0023,0.0008,0.0221,0.0092,0.0009,,,,,,,,,,,,,0.5588,,238.0,73.0,59.0,47.0,26.0,,,,,,12048.0,3630.0,6330.0,,2501.0,4568.0,5549.0,0.2816,0.2022,,0.0733,0.41661362189687995,,,,,,,,,,0.1487,,0.078,
John C Calhoun State Community College,Tanner,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0034,0.3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517,0.0203,0.0144,0.0,,0.7020000000000001,0.1994,0.0291,0.0071,0.0242,0.0013,0.0245,0.0041,0.0084,,,,,,,,,,,,,0.5222,,475.0,156.0,90.0,64.0,27.0,,,,,,8937.0,3420.0,6120.0,,2054.0,3354.0,5699.0,0.2531,0.3428,,0.1144,0.49913103927702,,,,,,,,,,0.2052,,0.126,
Judson College,Marion,AL,3,2,,,,,,,,,,,,0.8154,24.0,1008.0,1008.0,0.0435,0.0,0.0,0.0,0.087,0.0,0.087,0.0,0.0652,0.0,0.0,0.0,0.0435,0.1087,0.0435,,0.8290000000000001,0.1065,0.0129,0.0065,0.0129,0.0,0.028999999999999998,0.0032,0.0,,,,,,,,,,,,,0.1581,,,,,,,12.0,12.0,19.0,13.0,3.0,24537.0,13900.0,13900.0,,4982.0,7622.0,5359.0,0.561,0.4121,0.3913,,0.88571428571428,,,,,,,,,0.0,0.7764,,0.054000000000000006,
Lawson State Community College-Birmingham Campus,Birmingham,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1597,0.0,0.0,0.0,0.0,0.0,0.0054,0.0018,0.0381,0.0054,0.069,0.0,,0.1375,0.7964,0.0107,0.0039,0.0017,0.0009,0.0039,0.0011,0.0441,,,,,,,,,,,,,0.4068,,665.0,129.0,27.0,0.0,0.0,,,,,,10421.0,3570.0,6270.0,,1318.0,4588.0,5680.0,0.3612,0.6579,,0.1741,0.5748898678414001,,,,,,,,,,0.0,,0.0,
University of West Alabama,Livingston,AL,3,1,,,,,,,,,,,,0.4052,24.0,990.0,990.0,0.29600000000000004,0.0,0.0,0.0,0.04,0.027999999999999997,0.0,0.0,0.012,0.0,0.055999999999999994,0.0,0.0,0.168,0.027999999999999997,,0.4303,0.5224,0.01,0.0026,0.0026,0.0042,0.0042,0.0026,0.021,,,,,,,,,,,,,0.1704,,106.0,33.0,26.0,21.0,5.0,,,,,,14833.0,6524.0,11988.0,,5685.0,5444.0,5560.0,0.9746,0.5784,0.3144,,0.54511278195488,0.3469,0.2768,0.25,,,,,,0.0,0.6638,,0.075,
Lurleen B Wallace Community College,Andalusia,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,,0.7414,0.23,0.0123,0.0029,0.0029,0.0,0.0047,0.0006,0.0053,,,,,,,,,,,,,0.3288,,181.0,51.0,8.0,1.0,0.0,,,,,,9449.0,3270.0,5970.0,,1118.0,4608.0,5379.0,0.4407,0.5648,,0.2585,0.6630934150076501,,,,,,,,,,0.0,,0.0,
Marion Military Institute,Marion,AL,2,1,,,,,,,,,,,,0.4407,25.0,1029.0,1029.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6106,0.2387,0.09300000000000001,0.0352,0.005,0.0075,0.0101,0.0,0.0,,,,,,,,,,,,,0.0,,36.0,8.0,5.0,7.0,7.0,,,,,,17620.0,8570.0,14570.0,,3214.0,3574.0,5434.0,0.8636,0.4051,,0.2284,0.92430278884462,,,,,,,,,,0.591,,0.166,
Miles College,Fairfield,AL,3,2,,,,,,,,,,,,,,,,0.1345,0.0,0.0,0.0,0.1053,0.0058,0.0,0.0,0.0175,0.11699999999999999,0.0,0.0,0.0117,0.2632,0.0234,,0.0139,0.9675,0.0114,0.0,0.0,0.0018,0.0054,0.0,0.0,,,,,,,,,,,,,0.0614,,,,,,,247.0,58.0,26.0,8.0,8.0,18669.0,9896.0,9896.0,,4260.0,4074.0,3722.0,0.7462,0.7988,0.2412,,0.7392241379310301,,,,,,,,,,0.9129999999999999,,0.15,
University of Mobile,Mobile,AL,3,2,,,,,,,,,,,,0.746,27.0,1064.0,1064.0,0.1921,0.0,0.0,0.1457,0.0099,0.0033,0.0662,0.0364,0.0,0.0,0.043,0.0,0.0298,0.149,0.0,,0.6303,0.2356,0.0102,0.0047,0.019,0.0,0.0074,0.0244,0.0684,,,,,,,,,,,,,0.0988,,,,,,,55.0,31.0,27.0,34.0,25.0,26950.0,16120.0,16120.0,,9040.0,6261.0,4591.0,0.488,0.4855,0.4122,,0.59287531806615,,,,,,,,0.1875,0.75,0.8332,,0.042,
University of Montevallo,Montevallo,AL,3,1,,,,,,,,,,,,0.723,26.0,1070.0,1070.0,0.127,0.0,0.0,0.0,0.0499,0.0159,0.0,0.0,0.0113,0.0317,0.059000000000000004,0.0,0.1224,0.1746,0.0499,,0.7501,0.1456,0.0241,0.0044,0.0052,0.0004,0.008,0.0217,0.0405,,,,,,,,,,,,,0.1063,,85.0,37.0,61.0,40.0,28.0,,,,,,15460.0,7750.0,14980.0,,5318.0,7145.0,6295.0,0.6209,0.3446,0.4078,,0.66096423017107,,,,,,,,,0.4,0.5476,,0.098,
Northwest-Shoals Community College,Muscle Shoals,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0494,0.0,,0.8366,0.1209,0.0239,0.0023,0.0081,0.0,0.004,0.0028,0.0015,,,,,,,,,,,,,0.3712,,431.0,144.0,63.0,30.0,10.0,,,,,,10115.0,3450.0,6150.0,,1347.0,4288.0,5564.0,0.3708,0.4781,,0.1268,0.6371275783040401,,,,,,,,,,0.2321,,0.19,
University of North Alabama,Florence,AL,3,1,,,,,,,,,,,,0.8685,24.0,1010.0,1010.0,0.1486,0.0,0.0,0.0,0.0339,0.0066,0.0,0.0,0.0273,0.0273,0.0546,0.0,0.0361,0.2393,0.0273,,0.745,0.1318,0.0194,0.005,0.0111,0.0007,0.0168,0.0439,0.0264,,,,,,,,,,,,,0.1279,,316.0,231.0,85.0,27.0,1.0,,,,,,12123.0,5426.0,9866.0,,5390.0,6110.0,6697.0,0.9876,0.3343,0.3306,,0.57032640949554,,,,,,,,0.1,0.3023,0.4472,,0.092,
Northeast Alabama Community College,Rainsville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,,0.9041,0.0222,0.0319,0.002,0.0285,0.0007,0.0056,0.0043,0.0007,,,,,,,,,,,,,0.3447,,458.0,108.0,49.0,14.0,2.0,,,,,,6350.0,3420.0,6120.0,,1613.0,3490.0,5909.0,0.2546,0.6122,,0.27899999999999997,0.70335429769392,,,,,,,,,,0.0,,0.18899999999999997,
Oakwood University,Huntsville,AL,3,2,,,,,,,,,,,,0.5112,21.0,938.0,938.0,0.0643,0.0,0.0,0.0442,0.1847,0.008,0.0,0.0723,0.0,0.0201,0.0321,0.0,0.008,0.1807,0.004,,0.0011,0.8897,0.0098,0.0022,0.0016,0.0,0.0,0.0706,0.025,,,,,,,,,,,,,0.0489,,,,,,,91.0,50.0,65.0,32.0,34.0,31700.0,14250.0,14250.0,,9750.0,7048.0,5009.0,1.0,0.4228,0.4028,,0.84729981378026,,,,,,,,0.375,0.125,0.6907,,0.125,
