name,city,state,degrees_awarded.predominant,ownership,locale,carnegie_size_setting,minority_serving.historically_black,minority_serving.predominantly_black,minority_serving.annh,minority_serving.tribal,minority_serving.aanipi,minority_serving.hispanic,minority_serving.nant,men_only,women_only,admission_rate.overall,act_scores.75th_percentile.cumulative,sat_scores.average.overall,sat_scores.average.by_ope_id,program_percentage.education,program_percentage.engineering,program_percentage.legal,program_percentage.humanities,program_percentage.biological,program_percentage.mathematics,program_percentage.philosophy_religious,program_percentage.theology_religious_vocation,program_percentage.physical_science,program_percentage.public_administration_social_service,program_percentage.social_science,program_percentage.construction,program_percentage.visual_performing,program_percentage.business_marketing,program_percentage.history,enrollment.all,demographics.race_ethnicity.white,demographics.race_ethnicity.black,demographics.race_ethnicity.hispanic,demographics.race_ethnicity.asian,demographics.race_ethnicity.aian,demographics.race_ethnicity.nhpi,demographics.race_ethnicity.two_or_more,demographics.race_ethnicity.non_resident_alien,demographics.race_ethnicity.unknown,demographics.race_ethnicity.white_non_hispanic,demographics.race_ethnicity.black_non_hispanic,demographics.race_ethnicity.asian_pacific_islander,demographics.race_ethnicity.aian_prior_2009,demographics.race_ethnicity.hispanic_prior_2009,demographics.non_resident_aliens_2000,demographics.race_ethnicity.unknown_2000,demographics.race_ethnicity.white_2000,demographics.race_ethnicity.black_2000,demographics.race_ethnicity.api_2000,demographics.race_ethnicity.aian_2000,demographics.race_ethnicity.hispanic_2000,part_time_share,part_time_share_2000,title_iv.public.by_income_level.0-30000,title_iv.public.by_income_level.30001-48000,title_iv.public.by_income_level.48001-75000,title_iv.public.by_income_level.75001-110000,title_iv.public.by_income_level.110001-plus,title_iv.private.by_income_level.0-30000,title_iv.private.by_income_level.30001-48000,title_iv.private.by_income_level.48001-75000,title_iv.private.by_income_level.75001-110000,title_iv.private.by_income_level.110001-plus,attendance.academic_year,tuition.in_state,tuition.out_of_state,tuition.program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt,share_first.time_full.time,completion_rate_4yr_150_white,completion_rate_4yr_150_black,completion_rate_4yr_150_hispanic,completion_rate_4yr_150_asian,completion_rate_4yr_150_aian,completion_rate_4yr_150_nhpi,completion_rate_4yr_150_2ormore,completion_rate_4yr_150_nonresident.alien,completion_rate_4yr_150_race.unknown,federal_loan_rate,share_25_older,2_yr_default_rate,3_yr_default_rate
Lawson State Community College-Bessemer Campus,Bessemer,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485,0.0273,0.1485,0.0,1314.0,,,,,,,,,,,,,,,0.0,0.0244,0.5708,0.3965,0.003,0.0023,0.003,,0.5959,,,,,,,,,,,,1560.0,2897.0,,1518.0,3918.0,,,,,0.4311,,,,,,,,,,,,,0.0,
Birmingham Southern College,Birmingham,AL,3,2,,,,,,,,,,,,,,,,0.0473,0.0126,0.0,0.0,0.0631,0.0284,0.0189,0.0,0.0221,0.0,0.040999999999999995,0.0,0.0599,0.4132,0.0158,1395.0,,,,,,,,,,,,,,,0.0022,0.0029,0.8437,0.1039,0.0358,0.0065,0.005,,0.0452,,,,,,,,,,,,15930.0,15930.0,,,,,,,0.7394,,,,,,,,,,0.5,,,,0.022000000000000002,
Shelton State Community College-C A Fredd Campus,Tuscaloosa,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0229,0.2317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0596,0.0183,0.0917,0.0,153.0,,,,,,,,,,,,,,,0.0,0.0261,0.5882,0.3595,0.0065,0.0,0.0196,,0.3922,,,,,,,,,,,,1560.0,3000.0,,581.0,2157.0,,,,,0.6154,,,,,,,,,,,,,0.0,
Chattahoochee Valley Community College,Phenix City,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,1748.0,,,,,,,,,,,,,,,0.0,0.0212,0.5955,0.3387,0.0109,0.0034,0.0303,,0.5526,,,,,,,,,,,,1440.0,2688.0,,1676.0,1931.0,,,,,0.2146,,,,,,,,,,,,,0.0,
Concordia College Alabama,Selma,AL,2,2,,,,,,,,,,,,,,,,0.2857,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,0.062,0.0,0.0432,0.8947,0.0,0.0,0.0,,0.1917,,,,,,,,,,,,5954.0,5954.0,,3060.0,5605.0,,,,0.1682,,,,,,,,,,1.0,,,,0.0,
LURLEEN B WALLACE COMMUNITY COLLEGE-MACARTHUR CAMP,OPP,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,0.1538,0.0,473.0,,,,,,,,,,,,,,,0.0,0.0021,0.7886,0.1966,0.0021,0.0042,0.0063,,0.2093,,,,,,,,,,,,1560.0,3000.0,,1459.0,4061.0,,,,,0.4805,,,,,,,,,,,,,0.0,
South University-Montgomery,Montgomery,AL,2,3,,,,,,,,,,,,,,,,0.0,0.0,0.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4634,0.0,207.0,,,,,,,,,,,,,,,0.0,0.0,0.256,0.7440000000000001,0.0,0.0,0.0,,0.3043,,,,,,,,,,,,7785.0,7785.0,,26364.0,6393.0,,,,0.1795,,,,,,,,,,,,,,0.064,
Enterprise State Community College,Enterprise,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0503,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,1590.0,,,,,,,,,,,,,,,0.0,0.017,0.7195,0.1899,0.0289,0.0113,0.0333,,0.4553,,,,,,,,,,,,1682.0,3190.0,,1944.0,2682.0,,,,,0.1832,,,,,,,,,,,,,0.051,
James H Faulkner State Community College,Bay Minette,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0517,0.6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365,0.1033,0.0,2775.0,,,,,,,,,,,,,,,0.004,0.0032,0.8595,0.1124,0.0054,0.0097,0.0058,,0.3935,,,,,,,,,,,,1512.0,2760.0,,1947.0,2334.0,,,,,0.1848,,,,,,,,,,,,,0.071,
Faulkner University,Montgomery,AL,3,2,,,,,,,,,,,,,,,,0.0164,0.0,0.0119,0.0714,0.0015,0.0045,0.0,0.006,0.0,0.0,0.0,0.0,0.003,0.8079999999999999,0.0015,612.0,,,,,,,,,,,,,,,0.0114,0.0082,0.5784,0.3725,0.0065,0.0098,0.0131,,0.2958,,,,,,,,,,,,7800.0,7800.0,,3958.0,2118.0,,,,0.3286,,,,,,,,,,,,,,0.055,
FAULKNER UNIVERSITY-BIRMINGHAM,BIRMINGHAM,AL,3,2,,,,,,,,,,,,,,,,0.0164,0.0,0.0119,0.0714,0.0015,0.0045,0.0,0.006,0.0,0.0,0.0,0.0,0.003,0.8079999999999999,0.0015,589.0,,,,,,,,,,,,,,,0.0017,0.0034,0.5976,0.3871,0.0017,0.0051,0.0034,,0.2733,,,,,,,,,,,,3915.0,3915.0,,3948.0,2113.0,,,,,0.25,,,,,,,,,,,,,0.055,
FAULKNER UNIVERSITY,HUNTSVILLE,AL,3,2,,,,,,,,,,,,,,,,0.0164,0.0,0.0119,0.0714,0.0015,0.0045,0.0,0.006,0.0,0.0,0.0,0.0,0.003,0.8079999999999999,0.0015,589.0,,,,,,,,,,,,,,,0.0017,0.0034,0.5976,0.3871,0.0017,0.0051,0.0034,,0.2733,,,,,,,,,,,,3480.0,3480.0,,3948.0,2113.0,,,,,0.25,,,,,,,,,,,,,0.055,
Gadsden Business College,Rainbow City,AL,1,3,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5088,0.0,162.0,,,,,,,,,,,,,,,0.0,0.0,0.858,0.142,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,
Gadsden State Community College,Gadsden,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0147,0.2985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.1419,0.0,4787.0,,,,,,,,,,,,,,,0.0491,0.0033,0.7556,0.1746,0.0038,0.0056,0.0079,,0.4487,,,,,,,,,,,,1680.0,3240.0,,1685.0,3031.0,,,,,0.161,,,,,,,,,,,,,0.0,
GADSDEN BUSINESS COLLEGE-ANNISTON,ANNISTON,AL,1,3,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.0,167.0,,,,,,,,,,,,,,,0.0,0.0,0.6048,0.3952,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,
George C Wallace State Community College-Dothan,Dothan,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.1231,0.0,3612.0,,,,,,,,,,,,,,,0.0039,0.0072,0.7096,0.2539,0.0102,0.0044,0.0108,,0.379,,,,,,,,,,,,1296.0,2496.0,,1759.0,3923.0,,,,,0.1492,,,,,,,,,,,,,0.12,
George C Wallace State Community College-Hanceville,Hanceville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0147,0.1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0836,0.0,4696.0,,,,,,,,,,,,,,,0.0053,0.0,0.9508,0.0345,0.003,0.0028,0.0036,,0.4566,,,,,,,,,,,,1428.0,2788.0,,1297.0,2402.0,,,,,0.3733,,,,,,,,,,,,,0.2,
George C Wallace State Community College-Selma,Selma,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664,0.0,0.1561,0.0,1445.0,,,,,,,,,,,,,,,0.0,0.0007,0.4997,0.4927,0.0042,0.0,0.0028,,0.3924,,,,,,,,,,,,1800.0,3600.0,,1630.0,4175.0,,,,,0.2095,,,,,,,,,,,,,0.0,
GADSDEN STATE COMMUNITY COLLEGE-AYERS CAMPUS,ANNISTON,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.1254,0.0,1112.0,,,,,,,,,,,,,,,0.0,0.0342,0.6484,0.3049,0.0063,0.0036,0.0027,,0.4604,,,,,,,,,,,,2160.0,4032.0,,1715.0,2878.0,,,,,0.4409,,,,,,,,,,,,,0.0,
Herzing University-Birmingham,Birmingham,AL,2,3,,,,,,,,,,,,,,,,0.0,0.1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359,0.0,534.0,,,,,,,,,,,,,,,0.0,0.0,0.6311,0.3689,0.0,0.0,0.0,,0.2509,,,,,,,,,,,,6200.0,6200.0,,6445.0,2185.0,,,,0.5972,,,,,,,,,,,,,,0.11800000000000001,
Huntingdon College,Montgomery,AL,3,2,,,,,,,,,,,,,,,,0.0671,0.0,0.0067,0.047,0.094,0.0403,0.0067,0.0134,0.0403,0.0,0.0067,0.0,0.0805,0.1544,0.0537,657.0,,,,,,,,,,,,,,,0.035,0.0107,0.8661,0.0639,0.0137,0.0091,0.0015,,0.1005,,,,,,,,,,,,11910.0,11910.0,,4761.0,6446.0,,,,0.4756,,,,,,,,,,0.25,,,,0.053,
Heritage Christian University,Florence,AL,3,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,,,,,,,,,,,,,,,0.0947,0.0105,0.7579,0.1158,0.0,0.0,0.0211,,0.4842,,,,,,,,,,,,4992.0,4992.0,,5631.0,4723.0,,,,1.0,,,,,,,,,,1.0,,,,0.013999999999999999,
J F Drake State Community and Technical College,Huntsville,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.1244,0.0,543.0,,,,,,,,,,,,,,,0.0221,0.0166,0.4567,0.4696,0.0129,0.0147,0.0074,,0.4733,,,,,,,,,,,,1248.0,2400.0,,1850.0,4043.0,,,,,0.1965,,,,,,,,,,,,,0.0,
Jacksonville State University,Jacksonville,AL,3,1,,,,,,,,,,,,,,,,0.2682,0.0,0.0,0.0061,0.0138,0.0078,0.0,0.0,0.0147,0.0588,0.0467,0.0,0.0346,0.1401,0.0173,6491.0,,,,,,,,,,,,,,,0.0237,0.0043,0.7597,0.1893,0.0086,0.0066,0.0077,,0.2006,,,,,,,,,,,,2640.0,5280.0,,2896.0,3127.0,,,,0.2744,,,,,,,,,,,0.2,,,0.086,
Jefferson Davis Community College,Brewton,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472,0.0,0.0472,0.0,1129.0,,,,,,,,,,,,,,,0.0009,0.0115,0.6191,0.3357,0.0053,0.0168,0.0106,,0.2967,,,,,,,,,,,,1800.0,3360.0,,2314.0,3210.0,,,,,0.1667,,,,,,,,,,,,,0.142,
Jefferson State Community College,Birmingham,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306,0.0,5652.0,,,,,,,,,,,,,,,0.0386,0.0055,0.7551,0.1808,0.011000000000000001,0.0034,0.0057,,0.632,,,,,,,,,,,,1440.0,2688.0,,1806.0,2612.0,,,,,0.0503,,,,,,,,,,,,,0.071,
John C Calhoun State Community College,Tanner,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0131,0.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.017,0.0301,0.0,7719.0,,,,,,,,,,,,,,,0.0,0.0201,0.7272,0.185,0.0196,0.0347,0.0135,,0.6186,,,,,,,,,,,,1710.0,3270.0,,1739.0,2555.0,,,,,0.0889,,,,,,,,,,,,,0.066,
H COUNCILL TRENHOLM STATE TECHNICAL COLLEGE-PATTER,MONTGOMERY,AL,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0752,0.0,0.0502,0.0,986.0,,,,,,,,,,,,,,,0.0,0.0172,0.4878,0.4767,0.0112,0.002,0.0051,,0.5233,,,,,,,,,,,,1296.0,2496.0,,1598.0,4646.0,,,,,0.4521,,,,,,,,,,,,,0.0,
Judson College,Marion,AL,3,2,,,,,,,,,,,,,,,,0.1154,0.0,0.0,0.0,0.0962,0.0,0.0192,0.0,0.0192,0.0,0.0,0.0,0.0962,0.1923,0.0385,321.0,,,,,,,,,,,,,,,0.0093,0.0,0.8442,0.1371,0.0062,0.0,0.0031,,0.1713,,,,,,,,,,,,7400.0,7400.0,,5266.0,6639.0,,,,0.3462,,,,,,,,,,1.0,,,,0.05,
Lawson State Community College-Birmingham Campus,Birmingham,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2294,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0765,0.0,0.1059,0.0,1673.0,,,,,,,,,,,,,,,0.0,0.003,0.0197,0.9749,0.0006,0.0012,0.0006,,0.3796,,,,,,,,,,,,1268.0,2420.0,,1835.0,3502.0,,,,,0.1212,,,,,,,,,,,,,0.33299999999999996,
University of West Alabama,Livingston,AL,3,1,,,,,,,,,,,,,,,,0.2643,0.0,0.0,0.0,0.0605,0.0223,0.0,0.0,0.0191,0.0,0.0414,0.0,0.0,0.2134,0.0255,1595.0,,,,,,,,,,,,,,,0.0075,0.0,0.5856,0.3969,0.0019,0.0038,0.0044,,0.0909,,,,,,,,,,,,2894.0,5398.0,,2744.0,3867.0,,,,0.2795,,,,,,,,,,0.5,,,,0.061,
Lurleen B Wallace Community College,Andalusia,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.7319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087,0.0,802.0,,,,,,,,,,,,,,,0.0,0.0,0.8404,0.1509,0.0,0.005,0.0037,,0.2544,,,,,,,,,,,,1740.0,3300.0,,1778.0,2993.0,,,,,0.2222,,,,,,,,,,,,,0.0,
Marion Military Institute,Marion,AL,2,2,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,,,,,,,,,,,,,,,0.0,0.0,0.64,0.16,0.0971,0.0114,0.0914,,0.0,,,,,,,,,,,,8630.0,9630.0,,38490.0,12605.0,,,,,0.4274,,,,,,,,,,,,,0.09300000000000001,
Miles College,Fairfield,AL,3,2,,,,,,,,,,,,,,,,0.3333,0.0,0.0,0.0,0.0585,0.0234,0.0,0.0,0.0117,0.0936,0.0468,0.0,0.0,0.3626,0.0,1502.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0459,,,,,,,,,,,,4768.0,4768.0,,,,,,,,,,,,,,,,,,,,,0.196,
University of Mobile,Mobile,AL,3,2,,,,,,,,,,,,,,,,0.1933,0.0,0.0,0.0123,0.0061,0.0123,0.0337,0.0,0.0092,0.0,0.0552,0.0,0.0245,0.2209,0.0153,1764.0,,,,,,,,,,,,,,,0.0142,0.1361,0.6264,0.1984,0.004,0.0113,0.0096,,0.1502,,,,,,,,,,,,8160.0,8160.0,,6729.0,4805.0,,,,0.4589,,,,,,,,,,0.3333,1.0,,,0.046,
University of Montevallo,Montevallo,AL,3,1,,,,,,,,,,,,,,,,0.1446,0.0,0.0,0.0,0.0326,0.0081,0.0,0.0,0.0122,0.0489,0.0672,0.0,0.0896,0.1527,0.0163,2557.0,,,,,,,,,,,,,,,0.0203,0.0117,0.8111,0.1392,0.0051,0.0055,0.006999999999999999,,0.1064,,,,,,,,,,,,3348.0,6456.0,,3452.0,3956.0,,,,0.3957,,,,,,,,,,0.6,,,,0.059000000000000004,
Northwest-Shoals Community College,Muscle Shoals,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427,0.0,0.1371,0.0,3826.0,,,,,,,,,,,,,,,0.0159,0.0,0.8288,0.1325,0.001,0.0165,0.0052,,0.4553,,,,,,,,,,,,1680.0,3120.0,,1747.0,2925.0,,,,,0.1486,,,,,,,,,,,,,0.1,
University of North Alabama,Florence,AL,3,1,,,,,,,,,,,,,,,,0.182,0.0,0.0,0.0025,0.0536,0.0012,0.0,0.0,0.0212,0.0399,0.0436,0.0,0.0299,0.2656,0.0324,4944.0,,,,,,,,,,,,,,,0.0279,0.0251,0.8113,0.1003,0.0057,0.0233,0.0065,,0.1622,,,,,,,,,,,,2716.0,5044.0,,2945.0,3460.0,,,,0.3143,,,,,,,,,,1.0,0.1111,,,0.057,
Northeast Alabama Community College,Rainsville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195,0.0,1659.0,,,,,,,,,,,,,,,0.0,0.0,0.9102,0.0084,0.006,0.0687,0.0066,,0.4738,,,,,,,,,,,,1104.0,2160.0,,1418.0,2445.0,,,,,0.33899999999999997,,,,,,,,,,,,,0.0,
Oakwood University,Huntsville,AL,3,2,,,,,,,,,,,,,,,,0.0844,0.0,0.0,0.0,0.1814,0.0295,0.0042,0.0928,0.0042,0.0675,0.0042,0.0,0.0253,0.1139,0.0127,1767.0,,,,,,,,,,,,,,,0.11599999999999999,0.0617,0.0119,0.7991,0.0023,0.0017,0.0074,,0.0962,,,,,,,,,,,,,,,7060.0,4834.0,,,,0.3116,,,,,,,,,,0.4815,,,,0.114,
Alabama Southern Community College,Monroeville,AL,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2472,0.0,1261.0,,,,,,,,,,,,,,,0.0,0.0024,0.6193,0.364,0.004,0.0079,0.0024,,0.345,,,,,,,,,,,,1680.0,3120.0,,1695.0,3525.0,,,,,0.2976,,,,,,,,,,,,,0.0,
